question,option_a,option_b,option_c,option_d,option_e,correct_answers
12. CM. Which of the following statements about the etiology of chronic ulcerative colitis are true?,Ulcerative colitis is 50% less frequent in nonwhite than in white populations.,Psychosomatic factors play a major causative role in the development of ulcerative colitis.,Cytokines are integrally involved in the pathogenesis of ulcerative colitis.,Ulcerative colitis has been identified with a greater frequency in family members of patients with confirmed inflammatory bowel disease.,Ulcerative colitis is two to four times more common in Jewish than in non-Jewish populations.,"A,C,D,E"
"13. CS. Surgical alternatives for the treatment of ulcerative colitis include all of the following, except:",Colectomy with ileal pouch–anal anastomosis.,Left colectomy with colorectal anastomosis.,Proctocolectomy with Brooke ileostomy or continent ileostomy.,Subtotal colectomy with ileostomy and Hartmann closure of the rectum.,Subtotal colectomy with ileorectal anasthomosis.,B
14. CM. The initial management of toxic ulcerative colitis should include:,Broad-spectrum antibiotics.,6-Mercaptopurine.,Intravenous fluid and electrolyte resuscitation.,Opioid antidiarrheals.,Colonoscopic decompression.,"A,C"
15. CS. Which finding suggest the diagnosis of chronic ulcerative colitis as opposed to Crohn's colitis?,Endoscopic evidence of back-wash ileitis.,Granulomas on biopsy.,Anal fistula.,Rectal sparing.,Cobblestone appearance on barium enema.,A
1. CM. Which of the following approaches are currently acceptable for the management of spontaneous pneumothorax?,Chest tube replacement alone for the patient with a first episode.,Operation on presentation for any patient with a first episode.,Video-assisted thoracic surgery (VATS) bleb excision and pleurodesis for recurrent pneumothorax on the same side.,Thoracotomy with bleb excision and pleurodesis for unilateral recurrent pneumothorax.,Operation after a first episode in an airline pilot.,"A,C,D,E"
2. CM. Which of the following statements about lung abscess are true?,Pyogenic lung abscess occurs most frequently in the lower lobe of the left lung.,Anaerobic bacteria are commonly present in pyogenic lung abscess.,Operation is usually required to eradicate a pyogenic lung abscess.,Penicillin is the treatment of choice for lung abscess.,Pyogenic lung abscess occurs only after blunt trauma of the chest.,"B,D"
3. CM. Which of the following correctly describe a patient with spontaneous pneumothorax?,The patient is almost always elderly and debilitated.,An unsuspected primary or metastatic lung tumor may be present.,The administration of supplemental oxygen is of little benefit to the patient.,The patient should always be treated with an intercostal tube and closed pleural drainage.,Video-assisted thoracic surgery (VATS) should be considered for persistent air leak in patients with secondary spontaneous pneumothorax.,"B,E"
4. CM. Which of the following statements about spontaneous pneumothorax (PSP) are correct?,The risk of recurrence after resolution of the first episode of PSP or secondary spontaneous pneumothorax (SSP) is 35% to 45%.,"Patients with PSP are typically tall, thin, young adult males with a history of smoking.",Secondary spontaneous pneumothorax is associated with family history in 10% of cases.,For bleb resection and pleurodesis thoracoscopic thoracotomy and open thoracotomy provide similar cure rates for patients with primary spontaneous pneumothorax.,Causes of secondary pneumothorax include trauma and iatrogenic needle puncture.,"A,B,D"
5. CS. Which of the following would be the least appropriate in the management of acute suppurative mediastinitis?,Wide débridement.,Irrigation under pressure.,Topical antibacterials.,Long-term systemic antibacterials.,Closure with muscle flaps.,D
6. CS. Each of the following is appropriate for managing acute suppurative mediastinitis except:,Alloplastic material and skin flaps.,Rectus abdominis muscle flaps.,Omentum.,Pectoralis major muscle flaps.,Rigid internal fixation.,A
7. CS. The principal etiologic factor in lung abcess and gangene is:,Bronchogenic.,Trauma.,Bronchiectatic disease.,Septic embolism.,Adjacent  purulent focuses.,A
8. CM. Emergency treatment of lung edema consists in:,Secret aspiration.,Oxygenotherapy with positive expiratory pressure 10-15 cm H2O.,Intubation.,1/3 of  dose of digoxyn for digitalisation (if not yet digitalisated and cardiac insufficiency  is present).,Vitaminotherapy.,"A,B,D"
9. CS. Wich microflora more frequently provokes developing of pulmonary gangrene?,Protozoas.,Fungs.,Aerobic gram-positive microflora.,Aerobic gram-negative microflora.,Anaerobic nonclostridial microflora.,E
10. CS. The most frequent localization of aspiration lung abcesses is:,Basal anterior segments of  inferior lobes.,Lateral segments of inferior lobes.,Apical segments of superior lobes.,Anterior segments of superior lobes.,Posterior segments of  lung /predominantly superior lobes/.,E
11. CM. The causes of chronisation of acute empyema are:,Late treatment.,Inadequate draining of pleural cavity.,Agresive and resistant to antibiotics microflora.,Immune reactivity.,Hereditary factors.,"A,B,D,E"
12. CM. Which affirmations regarding pulmonary anatomy are correct?,Left lung consists of 2 lobes.,Right lung consists of 3 lobes.,Lungs consists of 5 lobes.,Right lung consists of 2 lobes.,Right lung has the middle lobe.,"A,B,C,E"
13. CM. Segments of the lobes of the lung are following:,"Superior  lobe of right lung consists of 3 segments /1,2,3/.",Middle lobe - 1 segment /4/.,"Right inferior lobe - 5 segments /6,7,8,9,10/.","Left superior lobe - 5 segments /1,2,3,4,5/.","inferior left lobe - 4 segments /6,8,9,10/.","A,C,D,E"
14. CM. Hemoptysis may occure in following situations:,Bronchial sarcoma.,Bronchial asthma.,Bronchiectasis.,Pulmonary infarct.,Pulmonary tuberculosis.,"A,C,D,E"
15. CM. Hemostasis in pulmonary gangrene with repeated lung hemorrhage is performed by:,Bronchoscopy with  lavage.,Bronchoscopy with bronchus obstruction.,Administration of spasmolitics.,Thoracopneumotomy with  vessels suturing.,Pulmonary resection.,"A,B,D,E"
16. CM. The  bronchial wall includes the following layers:,Mucosa  and proper membrane,Muscular layer,Submucosal layer,Adipose-cellular layer,Fibrous-cartilagious and adventitious,"A,B,C,E"
17. CM. Which of the following respiratory volumes are correct?,Inspiratory  reserve volume 1500-2000 ml,Expiratory reserve volume - 500 ml,Residual volume - 1000-1300 ml,Respiratory volume - 400-500 ml,Minute respiratory volume - 5000-10000 ml,"A,C,D,E"
1. CS. Which of the following would be the least appropriate in the management of acute suppurative mediastinitis?,Wide débridement.,Irrigation under pressure.,Topical antibacterials.,Long-term systemic antibacterials.,Closure with muscle flaps.,D
"2. CS. Each of the following is appropriate for managing acute suppurative mediastinitis, except:",Alloplastic material and skin flaps.,Rectus abdominis muscle flaps.,Omentum.,Pectoralis major muscle flaps.,Rigid internal fixation.,A
3. CM. Clinical features suggestive of myasthenia gravis include all of the following except:,Proximal muscle weakness.,Diplopia.,Sensory deficits of the extremities.,Dysphagia.,Intermitent claudication.,"C,E"
"4. CS. When progressive enlargement of a multinodular goiter causes symptomatic tracheal compression, the preferred management in otherwise good-risk patients is:",Iodine treatment.,Thyroid hormone treatment.,Surgical resection of the abnormal thyroid.,Radioactive iodine treatment.,Immunosupresive treatment.,C
5. CS. The most precise diagnostic screening procedure for differentiating benign thyroid nodules from malignant is:,Thyroid ultrasonography.,Thyroid scintiscan.,Fine-needle-aspiration biopsy (FNAB).,Thyroid hormone suppression.,Laringoscopy.,C
"6. CS. Which is the preferred operation for initial management of a thyroid nodule, that is considered suspicious for malignancy by fine-needle-aspiration biopsy (FNAB):",Excision.,Partial lobectomy.,Total lobectomy and isthmusectomy.,Total thyroidectomy.,Enucleation of the nodule.,C
"7. CS. All of the following are components of the MEN type 2B syndrome, except:","Multiple neuromas on the lips, tongue, and oral mucosa.",Hyperparathyroidism.,Medullary carcinoma of thyroid.,Pheochromocytoma.,Gastrinoma.,B
8. CM. Which of the following statements about hypoparathyroidism are true:,Is most commonly encountered as a postviral syndrome.,Can be associated with marked hypocalcemia after parathyroidectomy in patients with bone disease.,"Can cause anxiety, depression, or confusion.",Can cause physical signs such as Chvostek's and Trousseau's signs.,Is treatable acutely with intravenous calcium salts and chronically with oral calcium and,"B,C,D,E"
"9. CS. Which steatment about Addisonian crisis, or acute adrenocortical insufficiency, is true:",Occurs only in patients with known adrenal insufficiency or in those receiving long-term supraphysiologic doses of exogenous steroids.,"Can mimic an acute abdomen with fever, nausea and vomiting, abdominal pain, and hypotension.","May cause electrolyte abnormalities, including hypernatremia, hypokalemia, hypoglycemia, and hypercalcemia, as well as eosinophilia on peripheral blood smear.",Should be diagnosed with the rapid ACTH stimulation test before steroid replacement is instituted.,May be effectively treated with intravenous “stress-dose” glucocorticoid and mineralocorticoid replacement.,B
10. CM. Which of the following statements about the synthesis of thyroid hormone and its physiology are true?,The iodine utilized in hormone synthesis is derived principally from dietary sources.,The role of thyroid-stimulating hormone (TSH) in thyroid physiology is limited to regulation of the release of thyroid hormone in plasma.,Enough thyroxine (T4) is stored in the normal thyroid to provide a euthyroid state for 3 weeks despite absence of iodine intake.,"The regulation of thyroid function involves pituitary, but not hypothalamic, input.",Thyroid-stimulating hormone (TSH) is produced by suprarenal gland in stress situations.,"A,C"
"11. CS. Hyperthyroidism can be caused by all of the following pathologies, except:",Graves' disease.,Plummer's disease.,Struma ovarii.,Hashimoto's disease.,Medullary carcinoma of the thyroid.,E
12. CS. The most common cause of goitrous hypothyroidism in adults is:,Graves' disease.,Riedel's thyroiditis.,Hashimoto's disease.,de Quervain's thyroiditis.,Plummer's disease.,C
13. CM. Which of the following are surgical indications for thyroidectomy in Grave’s disease?,Ocular involvement.,Symptomatic large goiter.,Women of childbearing age.,Concomitant thyroid nodule.,Cosmetic considerations.,"B,C,D"
14. CS. Which of the following is the principal blood supply to the parathyroid glands?,Superior thyroid arteries.,Inferior thyroid arteries.,Thyroidea ima arteries.,Parathyroid arterial branches directly from the external carotid artery.,Highly variable.,B
15. CM. Which of the following pharmacologic agents can be used in the treatment of thyrotoxicosis to block the production of thyroid hormone?,Propylthiouracil.,Propranolol.,Methimazole.,Carbimazole.,Iodine.,"A,C,D,E"
16. CM. Which of the following statements regarding fine needle aspiration cytology of a thyroid nodule are true?,It differentiates neoplastic and non-neoplastic nodules in most cases.,"It does not allow differentiation of papillary, medullary and anaplastic carcinoma.",It cannot differentiate malignant and benign follicular or Hürthle cell neoplasms.,It is not recommended when a patient has a history of head and neck radiation.,It is high recommended in cysts of the neck.,"A,C,D"
17. CM. Hyperthyroidism results from all of the conditions noted below. Which of the following commonly require surgical management?,Graves’ disease.,Struma ovarii.,Functioning metastatic thyroid carcinoma.,Toxic diffuse goiter.,Single toxic thyroid nodule.,"A,D,E"
18. CM. Which of the following statements regarding thyroid physiology are true?,Normally about 20% of T3 is secreted directly from the thyroid gland.,The thyroid gland is the only endogenous source of T4.,Excess thyroid hormone results in an increase in the number of ATP-dependent sodium pumps on the cell membrane.,"The majority of thyroid hormone in circulating plasma is bound to albumin, thus limiting the availability of the metabolically active form.",Thyroid-stimulating hormone (TSH) decrease the levels of T3 and T4 in blood stream.,"A,B,C"
19. CS. Which is the definitive treatment of choice for toxic multinodular goiter?,Total thyroidectomy.,Bilateral subtotal thyroidectomy.,Unilateral total lobectomy on the side of dominant disease.,131I treatment.,Thyroid hormone treatment,B
20. CM. Which of the following are causes of Cushing syndrome?,Posterior pituitary adenoma.,Adrenal hyperplasia.,Small cell lung carcinoma.,Pheochromocytoma.,Adrenal carcinoma.,"B,C,E"
21. CS. The goiter situated in mediastinum is considered as:,Normotopic.,Ectopic.,Aberrant.,Mediastinal.,Sublingual.,B
22. CS. Exophtalmus at one’s patient with goiter is a result of the compression of:,Internal  jugular vein.,Internal carotid artery.,Recurrent nerve.,Cervical simpathecus.,None of  above-mentioned.,D
23. CS. Normal  radioiodine uptake in 2 hours is:,10%.,20%.,30%.,50%.,70%.,B
24. CM. Proteic iodine may be decreased in following situations:,Hypothyroid.,Hyperthyroid.,Liver cirrhosis.,Nephrotic syndrome.,Cardiac insufficiency.,"A,C,D"
25. CM. Which of the following tests could be used for recording of peripheral consumption of thyroid hormones:,Electrocardiogram,Basal metabolism,Serum cholesterol,C-reactive Protein (CRP),Axillary reflexogram,"A,B,C,E"
"1. CS. All of the following are complications of peptic ulcer surgery, except:",Duodenal stump blowout.,Dumping.,Diarrhea.,Delayed gastric emptying.,Steatorrhea.,E
"2. CS. The presentation of Zollinger-Ellison syndrome includes all of the following, except:",Hyperparathyroidism in patients with multiple endocrine neoplasia type 1 (MEN 1) syndrome.,Diarrhea.,Migratory rash.,Jejunal ulcers.,Duodenal ulcers.,C
"3. CS. All affirmations about the dumping syndrome are true, except:",Symptoms can be controlled with a somatostatin analog.,Diarrhea is always part of the dumping syndrome.,Flushing and tachycardia are common features of the syndrome.,Separating solids and liquids in the patient's oral intake alleviates some of the symptoms of the syndrome.,Early postoperative dumping after vagotomy often resolves spontaneously.,B
"4. CS. Which is the endoscopic finding, associated with the highest incidence of rebleeding in patients with bleeding duodenal ulcers:",Visible vessel.,Cherry-red spot.,Clean ulcer bed.,Duodenitis.,"Shallow, 3-mm. ulcer.",A
"5. CS. All of the following measures have been recommended for control of acid secretion in patients with Zollinger-Ellison syndrome, except:",Antrectomy.,Highly selective vagotomy.,Total gastrectomy.,Vagotomy and pyloroplasty.,Medical therapy with Prilosec (omeprazole).,A
"6. CS. All of the following contribute to peptic ulcer disease, except:",Cigarette smoking.,Nonsteroidal anti-inflammatory drugs.,Helicobacter pylori.,Gastrinoma.,Spicy foods.,E
7. CM. Which are the major stimulants of acid secretion by the gastric parietal cells:,Histamine.,Prostaglandin E2.,Acetylcholine.,Gastrin.,Norepinephrine.,"A,C,D"
"8. CM. Which are the methods of examination, used for determining the cause of postoperative peptic ulcer?",Esophagogastroduodenoscopy.,Biopsy.,Serum gastrin.,Irigografia.,Tests to evaluate the gastric secretion.,"A,B,C,E"
9. CM. Which of the following approaches are included in the treatment of postoperative peptic ulcer:,H2 –blockators.,Excluding the remedies with toxic effect to gastrointestinal mucosa.,Endoscopic methods.,Antiviral drugs.,Reoperation.,"A,B,C,E"
10. CS. Which of following clinical situations after stomach surgery sometimes need near total gastrectomy?,Early dumping syndrome.,Late dumping syndrome.,Postsurgical gastroparesis.,Alcaline  reflux gastritis.,Postvagotomic diarrhoea.,C
11. CM. Which of the following surgical interventions are most effective in treatment of dumping syndrome:,Reduodenisation.,Vagotomy.,Inversion of small intestine segment.,Reduodenisation with reduction of evacuation throu gastric stump.,Gastrectomy.,"A,C,D"
12. CS. Which is the operation of choice in gastro-jejuno-colic fistulas:,Double resection.,Triple resection with gastrojejunal and colo-colonic anasthomosis.,Double-stage operation.,Triple-stage operation.,Total gastrectomy.,B
13. CS. First of all the frequency of postoperative peptic ulcer is determined by:,Age of the patient.,Anamnesis of the disease.,Ulcer’s localization and size.,Ulcer’s complications at the time of operation.,Type of primary  operation.,E
14. CS. After what type of operation for duodenal ulcer the appearance of postoperative peptic ulcer is less possible?,Gastroenteroanasthomosis.,Partial gastrectomy.,Trunkular vagotomy with draining operation.,Trunkular vagotomy with antrumectomy.,High selective vagotomy.,D
"1. SC. Fibroscopy reveals the third grade esophageal varices which bleed,the gastric mucosa without ulceration. Name the first method of hemostasis:",Esophageal varices ligation.,The resection of inferior esophagus with gastroesophageal anasthomosis.,"Plugging with Blackmore probe, intravenous pituitrine.",Azygo-portal deconnection.,Spleno-renal anasthomosis.,C
2. SC. What is the most safest and objective method of diagnosing upper digestive haemorrhage?,Fibroesophagogastroduodenoscopy.,Barium radiography.,Scintigraphy.,Angiography.,Diagnostic laparoscopy.,A
"3. SC. What is the most useful method in the treatment of cirrhous portal hypertension,?",Drainage of Wirsung.,Truncal vagotomy.,Lien transplantation.,Azygo-portal deconection.,Left spleno-pancreatectomy.,D
4. SC. What is the most common cause of portal hypertension?,Congestive pericarditis.,The  Budd-Chiari syndrome.,Liver cirrhosis with intrahepatic dam.,Quadrifurcation of the portal vein.,The lienal vein thrombosis.,C
5. SC. Which gradation is usedto assess the liver function in cirrhotic patients with portal hypertension:,Ranson score.,Algover index.,Apgar score.,Child-Pugh cryterion.,Glasgow score.,D
6. SC. That is the indication for Tanner surgery in patients with portal hupertension:,Encefalopathy.,Refractory ascites to medical treatment.,Haemorrhagy through rupture of esophageal varices.,Haemorrhagy  through rupture of colonic  varices.,Haemorrhagy through rupture of rectal varices.,C
7. SC. What is the wrong affirmation about the prehepatic form of portal hypertension?,Occurs more frequently in children.,Causes intermittent claudication.,Distal spleno-renal anastomosis reduces portal pressure.,Is caused by the development of congenital anomalies of the portal vein.,Causes the onset of digestive haemorrhage.,B
"8. MC. Cirrhogenic portal hypertension has the following complications,with the exception of:",Jaundice.,Haemorrhage of esophageal varices.,Lower digestive haemorrhage.,Exophthalmia.,Encephalopathy.,"A,D"
9. MC. List the causes of digestive bleeding in the context of portal hypertension:,Rupture of esophageal varices.,Portal-hypertensive gastropathy.,Barrett’s esophageal epithelial dysplasia.,Breaking of the secondary hemorrhoids.,Breaking gastric varicose veins.,"A,B,D,E"
10. MC. List the major risks of using the Blackmore probe:,Tracheal aspiration (Mendelson’s syndrome).,Rupture of the esophageal wall.,Paradoxical breathing.,Rupture of large intrathecal vessels.,"Heart rhytm disorders, angina pain.","A,B,E"
11. MC. Which of the following surgeries does rarely lead to hepatic encephalopathy?,The endo-lateral porto-cava anasthomosis.,The lateral-lateral porto-cava anasthomosis.,The proximal spleno-renal anasthomosis.,Distal spleno-renal anasthomosis (Warren).,Mesenterico-caval anasthomosis.,"D,E"
12. MC. Which of the following therapeutic modalities can be used to stop bleeding from esophageal varices?,Endoscopic sclerotherapy.,Thoracic esophagus resection with esophagoplasty.,Sengstaken-Blackmore probe.,Vagotomy with pyloroplasty.,Elasting ring ligature.,"A,C,E"
13. MC. What are the goals of surgical treatment in portal hypertension?,Reducing gastric secretion.,Volumatic and hematic rebalancing.,Reducing portal hypertension.,Control of acute gastroesophagial variceal hemorrhage.,Reducing the risk of relapse of variceal bleeding.,"C,D,E"
14. MC. The Child classification criteria for the assessment of liver function include:,Bilirubin and serum albumin.,"Ascites,neurological disorders.","Transaminases, urea, prothrombin.","Glucose, transferase",The state of nutrition.,"A,B,E"
15. MC. Which of the following statements about the porto-caval shunt in emergency cases are true?,A prompt haemostasis is obtained.,Should be followed by liver transplantation.,A selective type shunt is preffered.,Has no contraindications.,Postoperative mortality is low.,"A,C"
"16. MC. The spleen response to portal hypertension, regardless of the obstacle site, is:",Splenomegaly.,Hypervascularization with increased portal pressure through hiperaflux.,Immunological hypersplenism.,Splattering of the spleen.,The occurrence of arterio-venous lienal fistulas,"A,B,C"
17. MC. Which of the following conditions can cause a pre-hepatic portal obstruction?,Atresia of venous portal shaft.,Phlegm of the shaft of portal vein.,Thrombosis of the spleno-portal venous spindle.,Banti syndrome.,Hepatic fibrosis.,"A,B,C"
18. MC. Which of the conditions below may cause intraheptatic portal obstruction?,Pancreatic disorders.,Primitive splenomegaly.,Liver tumour.,Liver cirrhosis.,Budd-Chiari syndrome.,"C,D"
19. MC. The main causes of the suprahepatic portal obstruction are?,Budd-Chiari syndrome.,Constrictive pericarditis.,Thrombosis of the lienal vein.,Hepatic fibrosis.,Liver cirrhosis.,
"1. CS. Intermediate host for Echinococcus granulosus may be any of the one’s listed, except:",Sheep.,Pig.,Human.,Dog.,Horse.,D
"2. CS. Complications of the Hydatid disease of the liver are the following, except:","The rift in the pleura, bronchi.",The rupture in the abdominal cavity.,The rupture in the biliary pathways.,Pileflebitis.,Suppuration.,D
3. CS. What statement concerning the liver hydatid cyst is incorrect:,Usually it’s unique.,It is most commonly located in the left lobe of the liver.,Serology is often positive for hydatidosis.,"It may erupt in biliary ways, pleura, abdominal cavity.",Surgery is necessary.,B
4. CS. The most common benign tumor of the liver is represented by:,Liver lipoma.,Liver hemangioma.,Liver cystadenoma.,Liver leiomyoma.,Liver fibroma.,B
5. CS. What statement concerning the hepatic alveolar echinococcosis is true:,Ultrasound shows a single cystic image.,It is transmitted primarily through foxes.,It is often met especially in Moldova and southern Ukraine.,It is caused by Echinococcus granulosus.,Surgical treatment consists in the cysts liner.,B
"6. CS. What statement,related to non parasitic liver cyst, is incorrect:",It has acute onset.,It can appear after trauma.,It is often without symptoms.,Ecoguided punction is the optimal treatment solution.,Some complications may appear in evolution.,A
7. CS. The treatment of choice in hydatid cyst of liver is:,Chemotherapy.,Surgery.,Actinic therapy.,Hormone therapy.,Antibiotic therapy.,B
8. CS. When is indicated marginal hepatic resection in liver hydatidosis:,In all kinds of hydatid cysts whatever their evolutionary stage.,In suppurated hydatid cyst with liver piosclerosis.,In hepatic hydatid cyst complicated with biliary fistula.,Eruption in the abdominal cavity.,In hepatic hydatid cyst located marginally.,E
"9. MC. Which of the following statements,referring to the alveolar echinococcosis of the liver, are false:",It has a slow evolution.,The diagnosis is experiencing difficulties.,It’s a malignant tumor.,It has an invasive growth and a gloomy prognosis.,Optimal treatment solution is peritoneal lavage-puncture.,"C,E"
10. MC. Which kind of surgeries can be practiced in the case of giant subcapsular hematoma without liver’s rupture:,Hematoma puncture and evacuation.,Capsule incision and hematoma evacuation.,Hematoma evacuation and diathermocoagulation to the respective liver zone.,Drainage of peritoneal cavity.,"Abstention from any maneuvers, and closing abdominal cavity.","A,B,C"
"11. MC. Which of the statements, relating to the haemobilia, are false:",Liver colic.,Jaundice.,Bleeding in digestive tract.,Hepatomegaly.,Hematochezia.,"A,B,D"
12. MC. Which are the surgical modalities in the treatment of non parasitic liver cysts:,Cyst fenestration.,Liver resection.,Cysto-dygestive anasthomosis.,Azygo-portal devascularization.,Porto-systemic transjugular shunt.,"A,B,C"
13. MC. Which of the following can be causes ofthe haemobilia?,Liver trauma.,Liver tumor in decomposition.,Gallstones.,Budd-Chiari syndrome.,Mirizzi syndrome.,"A,B"
14. MC. Which of the following symptoms are characteristic for the hemobilia:,Liver colic.,Jaundice.,Bleeding in the digestive tract.,Hepatomegaly.,Hematochezia.,"C,E"
15. MC. Which are the methods of diagnosis of haemobilia:,Fibrogastroduodenoscopy.,Echography.,Scintigraphy.,Computed tomography.,Selective angiography.,"A,E"
16. MC. Which organs are more commonly affected by Echinococcus granulosus?,Lungs.,Retina.,Pancreas.,Osteo-articular system.,Liver.,"A,E"
17. MC. Choose the drugs solutions used to process residual cavity of a hepatic hydatid cyst:,"Formaldehyde, peroxide.",Clorurat hipertonic serum of 20% concentation.,5 – Fluoruracil.,Octreotide.,Brilliant green.,"A,B"
"19. MC. Which statements about hepatic hydatid cyst, complicated with biliary fistula, are true:",Parasite migration throught gallbladder main path.,The appearance of hepatic secretions in the remaining cavity.,The presence of clear fluid in the remaining cavity.,"The presence of the turbid, viscousliquid.",Paradoxical breathing.,
"1. SC. The following radiological methods are used to diagnose the mediastinal tumors and cysts, excepting:",Radioscopy and radiography in two projections.,Computed tomography.,Pneumomediastinography.,Angiography.,Cystoscopicurography.,E
2. SC. Which of the listed investigations confirms the histogenesis of the mediastinal tumors?,Magnetic resonance imaging (MRI).,Computed tomography.,Mediastinography.,Morphological test.,Pneumomediastinography.,D
"3. SC. Mediastinal tumors of embryonic origin are, excepting:",Dermoid cysts and teratomas.,Primitive seminomas.,Benign and malignant mesenchimal tumors.,Primitive chorioepithelioma.,Chordoma.,C
"4. SC. Mediastinal  cysts of embryonic origin are, except:",Surgical treatment.,Radiotherapy.,Chemotherapy.,Radiotherapy and chemotherapy.,Combined surgical and chemotherapeutic treatment.,E
8. SC. The main method in the treatment of primitive malignant lymphomas of the mediastinum is:,Surgical treatment.,Radiotherapy.,Chemotherapy.,Surgical and chemotherapeutic treatment.,Combined chemoradiotherapeutic treatment.,E
9. MC. Which of the following statements about the anatomy of the mediastinum are correct:,"The posterior mediastinum includes: trachea, esophagus, vagal nerves, azygos and hemiazygos veins, lymph nodes","In the superior mediastinum are included: proximal segments of the trachea, esophagus and thymus, aortic arch and and its branches, the thoracic lymphatic channel.","In the posterior mediastinum are located: the esophagus, the thoracic segment of the descendent aorta; the thoracic lymphatic channel, sympathetic and parasympathetic nerves, lymph nodes.","In the middle mediastinum are located: pericardium, heart, trachea bifurcation and main bronchus, pulmonary arteries and veins, lymph nodes of the trachea bifurcation.","In the anterior mediastinum between pericardium and sternum are located: thymus, vagus nerves, thoracic lymphatic channel, esophagus.","B,C,D"
10. MC. Which of the listed investigations are used to determine the location of tumors and cysts in the mediastinum?,Radiologicalmethods.,Ultrasonicbiolocation.,Magnetic resonance imaging (MRI).,Instrumental methods of diagnosis.,Morphological investigations.,
11. CS. Which statement is true of posterior mediastinal masses?,They are commoner in children than adults,They are more likely to be malignant in adults,They commonly present with spinal cord compression,They usually secrete catecholamines,They cause narrowing of the paravertebral stripe on a chest X‐ray,A
"12. MC. Primary mediastinal tumors and cysts are, excepting:",Thymictumors.,Meningocele.,Hydatidcyst.,Metastatic tumors.,Hodgkin's disease.,"B,C,D"
13. MC. Which are the absolute contraindications for surgical intervention in malignant mediastinal tumors:,Tracheal rupture.,Esophagus rupture.,Bronchial rupture.,Stomach rupture.,Pericardial rupture.,"A,B,C"
