question,option_a,option_b,option_c,option_d,option_e,correct_answers
CM. Choose the ECG criteria for Mobitz II (type II) 2nd degree SA block:,Regular PP intervals,Incomplete compensatory pause after PQRST complex,"Sinusal pause, no P wave","Pause duration corresponding to 2,3 or more PP normal intervals",Pause is preceded by progressive decrease in PP intervals,"C,D"
CM. Choose the signs of classic Morgan - Adams - Stockes syndrome:,Hypertension,Sudden onset,Syncope with pronounced pale skin,Reactive hyperemia after attack,Intermittent  character,"B,C,D,E"
CM. Indicate the correct statements of atrioventricular block I degree:,Keeping all atrial impulses to the ventricles,PQ or PR interval over 0.2 sec,Is common in the elderly,PQ or PR interval less than 0.12 sec.,Gradual lengthening of the PQ interval,"A,B,C"
CM. Choose the ECG signs for Mobitz I 2nd degree AV block:,Progressive lengthening of PQ or PR interval,Omission of ventricular contraction,The presence of Wenckebach periods Samoilov,Irregular RR intervals,Regular RR intervals,"A,B,C,D"
CM. Choose the ECG criteria for Mobitz II (type II) 2nd degree AV block:,Wenckebach periods,Irregular RR intervals,Not all atrial impulses are propagated to the ventricles,"The ECG recorded absence of 1,2,3 …QRS complex",Organic involvement of conductibility heart system,"B,C,D,E"
CM. Choose the signs of classic Morgan - Adams - Stockes syndrome:,Hypertension,Sudden onset,Syncope with pronounced pale skin,Reactive hyperemia after attack,Intermittent  character,"B,C,D,E"
CM. Indicate the correct statements of atrioventricular block I degree:,Keeping all atrial impulses to the ventricles,PQ or PR interval over 0.2 sec,Is common in the elderly,PQ or PR interval less than 0.12 sec.,Gradual lengthening of the PQ interval,"A,B,C"
CM. Choose the ECG signs for Mobitz I 2nd degree AV block:,Progressive lengthening of PQ or PR interval,Omission of ventricular contraction,The presence of Wenckebach periods Samoilov,Irregular RR intervals,Regular RR intervals,"A,B,C,D"
CM. Choose the rhythm disorders that present syncopal episodes:,Ventricular fibrillation,Atrial fibrilation,Ventricular flutter,Ventricular tachycardia,Complete atrioventricular block,"A,C,D,E"
CM. Choose the ECG criteria for complete left bundle branch block:,QRS duration exceeding 0.12 sec.,"S-ventricular complex in III, AVF, V1, V2","S-ventricular complex in I, AVL, V5, V6","Ventricular complex type R in I, AVL, V5, V6",QRS duration from 0.10 to 0.12 sec.,"A,B,D"
CM. Choose the ECG criteria for incomplete left bundle branch block:,QRS complex > 0.12 sec,"Ventricular complex in leads RSR type III, AVF, V1, V2","Absence and presence of Q waves in leads V5 wide S waves, V6",Ventricular rhythm,QRS duration from 0.10 to 0.12 sec,"B,C,E"
CM. Choose the correct statements about Wolff-Parkinson-White syndrome:,Presence of accessory pathway between atrium and ventricle,Atrial impulse is propagated simultaneously through Hiss node and Kent fascicle,Early ventricles depolarization,Presence of delta wave on ECG,PQ interval within 0.12- 0.20 sec,"A,B,C,D"
CM. Choose the ECG criteria for incomplete left bundle branch block:,"Broad monophasic R waves in I, AVL, V5, V6",Left axis deviation,"Deep S waves in III, AVF, V1, V2",QRS duration 0.10- 0.12 sec,Junctional rhythm,"A,B,C,D"
CM. Choose the ECG criteria for Wolff-Parkinson-White syndrome:,Presence of delta wave,RR intervals equal,Normal P wave and PQ interval < 0.12 sec,PQ interval > 0.18 seconds,Progressive lengthening of the interval PQ,"A,B,C"
CM. What conduction disorders can be detected on ECG:,Ist degree AV block,Complete right bundle branch block,I-st degree sinoatrial block,III-rd degree AV block,II-nd degree SA block,"A,B,D,E"
CM. What are the indications for transesophageal electrocardiostimulation:,Atrial flutter,Reciprocal paroxysmal AV tachycardia,Ventricular fibrillation,Ventricular Flutter,Bifascicular block,"A,B"
CM. What conduction disorders can be detected on ECG:,Ist degree AV block,Complete right bundle branch block,I-st degree sinoatrial block,III-rd degree AV block,II-nd degree SA block,"A,B,D,E"
CM. Choose the ECG criteria for incomplete left bundle branch block:,"Broad monophasic R waves in I, AVL, V5, V6",Left axis deviation,"Deep S waves in III, AVF, V1, V2",QRS duration 0.10- 0.12 sec,Junctional rhythm,"A,B,C,D"
CM. Indicate the conduction disorders characterized by Wenckebach periods on ECG:,2nd degree AV block type I (Mobitz I),"2nd degree sinoatrial block, type I",3rd degree AV block,Complete right bundle branch block,Incomplete left bundle branch block,"A,B"
CM. Indicate the main clinical feature for advanced sinoatrial and atrioventricular blocks II degree type II (Mobitz II):,Palpitations,Exertional mixed dyspnea at moderate stress,Presyncope,Syncope,Constrictive chest pain,"C,D"
CM. Indicate the causes of sinus tachycardia:,Vagus nerve hypertonus,Alcohol abuse,Fever,Thyreotoxicosis,Cor pulmonale,"B,C,D,E"
CS. Mention the ECG signs of atrioventricular block II degree:,Intermittent  lack of PQRST complex,Lack of P wave,Regular lack QRS complexes,"Presence of ""F"" waves","Presence of ""f"" waves",C
CS. Choose the definition of III degree atrioventricular block:,None of atrial impulses propagate to the ventricles,Gradual slowing of impulses propagation to the ventricles,Organic lesion of His-Purkinje system,Pausing of the electrical activity of sinus node,Impulses are conducted retrograde from the ventricles to the atria,A
CS. Choose the ECG signs of III degree atrioventricular block:,Atrial - ventricular contractions ratio is 3:1,Independent atrial and ventricular contractions,Sinus pause without P wave,Irregular lack of PQRST complexes,Regular QRST complexes lack,B
CS. Which type of disease is infective endocarditis?,Degenerative,Destructive,Bacterial,Congenital,Acquired,C
CS. What structure is less involved in infective endocarditis:,Mitral valve,Aortic valve,Tricuspid valve,Pulmonary artery valve,Eustache valve,E
CS. Choose the predominant infectious agent of intravenous drug users infectious endocarditis:,Streprococcus virdans,Streptococcus β hemolytic,Staphylococcus aureus,Staphylococcus epidermal,Enterococcocus fecalis,C
CS. Who first described infectious endocarditis?:,Libman E.,Osler W.,Schottmuller H.,Thayer's W.,Jaccoud S.,B
CS. What class of drug is avoided in infectious endocarditis treatment?,Antibiotics,Antifungal,Glycosides,Anticoagulants,β-blockers,D
CS. Indicate the method of treatment with Amoxicillin in infectious endocarditis prevention:,"0,5 g - 2 hours before dental procedure","0,5g - after the dental procedure",2 g - 30 min before procedure,1 g -2 hours before dental procedure,"0,5 g in 4 divided doses",C
CS. Choose the recommended drug in methicillin-resistant streptococcal endocarditis:,Penicillin G,Ceftriaxone,Vancomycin,Gentamicin is.,Amoxaciline,C
CS. What is the most common and severe complication of infectious endocarditis?,Embolic events,"Heart failure ""Osler"" type",Glomerulonephritis,Encephalitis,Toxic hepatitis,B
86 CM. What are main clinical manifestations of infectious endocarditis:,Diarrhea,Vomiting,Chills,Sweating,Fever,"C,D,E"
CM. Choose vegetation localization in infective endocarditis:,Native valves,Eustache valve,Ileocecal valve,Prosthetic valves,Ventricular septal defect,"A,B,D,E"
CM. What are major diagnostic criteria of infective endocarditis:,Fever ≥ 38 C,Fever ≤ 38 C,Positive blood culture in three peripheral veins,Positive blood cultures from a single sample,Presence of vegetation on echocardiography,"C,E"
CM. What are main clinical manifestations of infectious endocarditis:,Diarrhea,Vomiting,Chills,Sweating,Fever,"C,D,E"
CM. Indicate the most common complications of right heart endocarditis:,Septic pneumonia,Destructive multifocal pneumonia,Cerebral embolism,Coronary embolism,Pulmonar abscess,"A,B,E"
CM. Choose the embolic complications of left heart endocarditis:,Renal embolism,Cerebral embolism,Splenic embolism,Cardiac emboli,Tromboembolism,"A,B,C"
CM. Indicate the absolute indications for in infectious endocarditis prevention:,Mitral valve prolapse,Ischemic Heart Diseases,Hypertrophic cardiomyopathy,Prosthetic valves,Infective endocarditis in antecedence,"C,D,E"
CM. Select the criteria of activity in infectious endocarditis:,First two months from onset,Persistent fever,Endocardial inflammation by morphological examination,Positive blood cultures,Detection of the pathogen through the smear from nasopharynx,"A,B,C,D"
CM. What are correct statements about early prosthetic endocarditis:,Staphylococcus and streptococcus are predominant infectious agents',Embolic complications are the cause high rate mortality,Develops in the first 12 months after valve replacement,Develops in the first 24 months after valve replacement,Also is called nosocomial endocarditis,"A,B,C,E"
CM. Mention what included the treatment of heart failure in endocarditis:,Surgical correction of the valvulopathy,Glycosides,Diuretics,Glucocorticosteroids,Enzinme Converting Inhibitors,"A,B,C,E"
CM. Indicate the indications for surgical treatment in infectious endocarditis:,Fungal endocarditis,Streptococcal endocarditis,Myocardial abscess,Glomerulonephritis,Resistans to antibacterial therapy,"A,C,E"
CM. Select the criteria of activity in infectious endocarditis:,First two months from onset,Persistent fever,Endocardial inflammation by morphological examination,Positive blood cultures,Detection of the pathogen through the smear from nasopharynx,"A,B,C,D"
CM. Indicate what involves infectious endocarditis:,Native valves,Mechanical prosthetic valves,Biological prosthetic valves,Intact valves,Ileocecale valves,"A,B,C,D"
CS. Indicate the predominant infectious agent of prosthetic valves infectious endocarditis:,Streprococcus  virdans,Streptococcusbovis,Enterococul faecalis,Staphiylococcus epidermidis,Staphiylococcus aureus,E
CS. Choose the predominant infectious agent of intravenous drug users infectious endocarditis:,Staphiylococcus epidermidis,Staphiylococcus aureus,Streprococcus virdans,Streptococcus bovis,Enterococul faecalis,B
CS. Indicate the predominant infectious agent in infectious endocarditis in insufficient dental hygiene:,Streprococcus virdans,Streptococcus bovis,Enterococcus faecalis,Staphiylococcus epidermidis,Staphiylococcus aureus,A
CM. Indicate the complications of infectious endocarditis:,Glomerulonephritis,Embolism,Heart failure,Torticolisis,Toxic hepatitis,"A,B,C,E"
CM. Indicate the drugs in treatment of infectious endocarditis:,Antibiotics,Antifungal,Cardiac glycosides,Anticoagulants,Beta blockers,"A,B,C,E"
"CS. What is the correct dose and administration route of Daptomycin, used to treat infective endocarditis caused by Staphylococcus aureus?","0,5 g per day intravenous infusion",1g per day intravenous bolus,3 g per day orally,1 g per day orally,"0,5 g per day divided in 4 doses intramuscularly",A
CS. Indicate the dose of Vancomycin in patients with infectious endocarditis caused by Staphylococcus meticilinresistant:,"0,5 g per day intravenous infusion",1 g perv day intravenous infusion,2 g per day intravenous infusion in 2 doses,"0,5 g per day intravenous bolus",1 g per day intravenous bolus,C
CM. Choose the drugs for treatment of meticilinresistant Staphylococcal infectious endocarditis:,Penicillin G,Daptomycin,Vancomycin,Gentamicin,Amoxicillin,"B,C"
CM. Indicate the complications of infectious endocarditis:,Glomerulonephritis,Embolism,Heart failure,Torticolisis,Toxic hepatitis,"A,B,C,E"
CM. Indicate the most informative investigations in diagnosis of infectious endocarditis:,Echocardiography,Electrocardiography,C-reactive protein,Blood culture,Uroculture,"A,D"
CS. Choose the incorrect location of microbial infectious endocarditis in graft:,Native valves,Eustachian valve,Ileocecal valve,Valvular prostheses,Intact valves,C
CM. Choose the major criteria for infective endocarditis diagnosis:,Fever ≥ 380C,Myocardial abscess on echocardiography,Positive blood culture in three peripheral veins,Dehiscence of prosthesis at echocardiography,The presence of vegetations on echocardiography,"B,C,D,E"
CM. What are treatment methods of heart failure in infectious endocarditis?,Surgical correction of valvulopathy,Administration of cardiac glycosides,Administration of diuretics,Administration of steroids,Administration of vasodilators,"A,B,C,E"
CM. Indicate the indications for surgical treatment in infectious endocarditis:,Fungal endocarditis,Streptococcal endocarditis,Myocardial abscess,Glomerulonephritis,Resistance to antibacterial treatment,"A,C,E"
CM. Which medical condition needs infectious endocarditis prophylaxis?,Mitral valve prolapse,Ischemic cardiopmyopathy,Hypertrophic cardiomyopathy,Valvular prostheses,Infectious endocarditis in the past,"C,D,E"
CM. Select the criteria of activity in infectious endocarditis:,First two months from onset,Persistent fiver,Endocardial inflammation by morphological examination,Positive blood cultures,Detection of the pathogen through the smear from nasopharynx,"A,B,C,D"
CM. Indicate the correct statements for early prosthetic infectious endocarditis:,Staphylococcus and streptococcus ethiology,High risc of embolic complications and death,Develops in the first 6 months after prosthesis,It is comunitar infectious endocarditis,It is nosocomial endocarditis,"A,B,C,E"
CM. What are treatment methods of heart failure in infectious endocarditis?,Surgical correction of valvulopathy,Administration of cardiac glycosides,Administration of diuretics,Administration of steroids,Administration of vasodilators,"A,B,C,E"
CM. Indicate the indications for surgical treatment in infectious endocarditis:,Fungal endocarditis,Streptococcal endocarditis,Myocardial abscess,Glomerulonephritis,Resistance to antibacterial treatment,"A,C,E"
CM. Select the minor criteria for diagnosis of infectious endocarditis:,Fever ≥ 380C,Positive blood culture in one sample,Dehiscence of prosthesis at echocardiography,Suspection of vegetation on echocardiography,Predisposing cardiac factors,"A,B,D,E"
CM. Select the minor DUKE criterias for diagnosis in infectious endocarditis:,Fever ≥ 380C,Janeway lesions,Positive blood culture in three samples,Osler nodules,Vegetations on echocardiography,"A,B,D"
CM. Select the minor DUKE criterias for diagnosis in infectious endocarditis:,Fever ≥ 380C,Positive rheumatoid factor,Positive blood culture in three samples,Roth spots,Vegetations on echocardiography,"A,B,D"
CM. Indicate where is located microbial graft in infectious endocarditis:,Native valves,Valvular cordages,Carotid arteries,Ascending aorta,Femoral arteries,"A,B,D"
CS. Choose the correct statement about late prosthetic infectious endocarditis:,Predominance of staphylococus ethiology,Embolic complications is a high percentage and cause death,Develops in the first 6 months after prosthesis,It is communitar infectious endocarditis,It is nosocomial infectious endocarditis,D
CM. Select the correct statements for the late prosthetic infectious endocarditis:,Predominance of staphylococcic ethiology,Embolic complications is a high percentage and cause death,Develops in the first year after surgery,It is communitar infectious endocarditis,It is nosocomial endocarditis,"C,D"
CM. Select the correct new form of infectious endocarditis:,Intracardiac devices of infectious endocarditis,Infectious endocarditis in the adolescence,Infectious endocarditis in the elderly,Infectious endocarditis of the intravenous drug users,Infectious endocarditis in patients on hemodialysis,"A,C,D,E"
CS. Select the incorrect new form of infectious endocarditis:,Intracardiac devices of infectious endocarditis,Infectious endocarditis in the adolescence,Infectious endocarditis in the elderly,Infectious endocarditis of the intravenous drug users,Infectious endocarditis in patients on hemodialysis,B
CM. What are predisposing factors for developing infective endocarditis?,Congenital heart diseases,Degenerative heart diseases,Hypertrophic heart diseases,Hypertension,Myocardial infarction,"A,B,C"
CM. What are cardiac predisposing conditions for developing infective endocarditis?,Bicuspid aortic valve,Mitral stenosis,Ventricular septal defect,Hypertension,Mitral valve prolapse,"A,B,C,E"
CS. What is the most common underlying cardiac condition as risk factor for developing infective endocarditis in Republic of Moldova:,Intact valves,Rheumatic valvulopathy,Myocarditis,Hypertension,Hypertrophic heart diseases,B
CM. Select the minor DUKE criterias for diagnosis in infectious endocarditis:,Fever ≥ 380C,Positive rheumatoid factor,Positive blood culture in three samples,Roth spots,Vegetations on echocardiography,"A,B,D"
CM. Select the morbid circumstances (the gateway of infection) in infectious endocarditis:,Pneumonia,Dental extractions,Hemodialysis,Poor dental hygiene,Elderly,"A,B,C,D"
CS. What is the antimicrobial therapy duration for patients with staphylococcal prosthetic infective endocarditis:,1 week,4 weeks,2 weeks,8 weeks,10 week,D
CM. What are the most common comorbidities for infective endocarditis in Republic of Moldova:,Liver cirrhosis,Hepatitis,Diabetes,AIDS,Lues,"A,B,C"
CS. What is the antimicrobial therapy duration for patients with streptococcal infective endocarditis?,1 week,2 weeks,3 weeks,4 weeks,6 weeks,D
CS. What is the antimicrobial therapy duration for patients with staphylococcal prosthetic infective endocarditis:,1 week,4 weeks,2 weeks,8 weeks,10 week,D
CM. What are recovery criteria in infective endocarditis?,No infection,Normal body temperature,Normal ESR and negative blood cultures within 1 year after treatment,Normal ESR and negative blood cultures within 1 month after treatment,Normal ESR and negative blood cultures within 6 months after treatment,"A,B,C"
CS. Marks the most used laboratory investigation for diagnosis of rheumatic heart diseases:,Electrocardiography,Echocardiography,Phonocardiography,Cardiac CT,MRI of the heart,B
CS. Choose the characteristic complication of mitral regurgitation:,Atrial fibrillation,Endocarditis,Systemic embolism,Stomach bleeding,Cardiac asthma,D
CS. Select the drugs dont recomanded in mitral regurgitation:,ACE inhibitors,Beta blockers,Diuretics,Cardiac glycosides,Alfa mimetic drugs,E
CS. Marks the most common rhythm disorder in mitral stenosis:,Sinus bradycardia,Ventricular extrasistolia,Atrial fibrillation,Ventricular fibrillation,Atrioventricular blocks,C
CS. What is the cause of angina pectoris episodes in mitral stenosis:,Increased blood flow to the heart,Sudden increase in blood in the capillaries,Congestions in small circuit,Left coronary artery compression by increased left atrium,Right coronary artery compression by increased right atrium,D
CS. Indicate the normal surface of aortic orifice:,"2,5 - 3,0 cm2","2,0 - 2,5 cm2","3,5 - 4,0 cm2","1,5 - 2,0 cm2","3,0 - 4,0 cm2",A
CS. Choose which valvulopathy cause severe left ventricular concentric hypertrophy:,Mitral stenosis,Aortic stenosis,Mitral valve regurgitation,Aortic valve regurgitation,Pulmonary artery regurgitation,B
CS. Mention which valvulopathy can reach values the diastolic blood pressure to 40-10 mmHg:,Aortic stenosis.,Mitral stenosis,Pulmonary artery stenosis,Mitral valve regurgitation,Aortic valve regurgitation,E
CS. What is the normal left ventricle ejection fraction:,≥50 %,80-100%,90-95%,40-60%,20-30%,A
CS. What is the normal diameter of the right atrium :,20-40 mm,15 - 20 mm,40-50 mm,10 - 20 mm,50-60 mm,A
CS. What is the normal diameter of the left atrium :,10 - 20 mm,15- 20 mm,20-40 mm,40-50 mm,50-60 mm,C
CM. What are mitral regurgitation causes:,Mitral valve calcification and fibrosis,Rupture of mitral cusp,Cordage rupture,Papillary muscle rupture,Decrease of mitral orifice surface,"A,B,C,D"
CM. What are the pathological mechanisms of mitral regurgitation?,Flail leaflet,Decrease of mitral orifice surface,Thickening and shortening of chords,Cusps fusion,Inflammatory and sclerotic changes in mitral ring,"A,C,E"
CM. What are the auscultation signs in mitral regurgitation:,Sound 1 splitting on apex,Sound 1 is diminished,Systolic murmur at the apex,Diastolic murmur at the apex,Diastolic murmur at aorta,"B,C"
CM. What are ECG changes in severe mitral regurgitation?,Broad P wave in DII ( > 100 ms),Left axis deviation,Increased Sokolov-Lyon index,Atrial fibrillation,Peaked P wave in DII (amplitude > 2.5 mm),"A,B,C,D"
